Test Code,Test Name,"MRP (in
INR)",Methodology,Specimen Type,Specimen Remarks,Container,Temp.,Frequency,TAT,,,,,,,,,,,,,,
APC1082,NMO-MOG ANTIBODIES,8200,IMMUNOFLUORESCENT ASSAY(CELL BASED ASSAY),SERUM / CSF,2.0ML OF SERUM  / CSF  + CLINICAL HISTORY,YELLOW TOP GEL TUBE / STERILE CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),"MON, WED",4 DAYS,,,,,,,,,,,,,,
APC1083,NOCARDIA STAIN,1100,LIGHT MICROSCOPY,BAL FLUID / SPUTUM / SWAB / PUS / CULTURE,2ML BAL FLUID / SPUTUM / PUS/ SWAB IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1084,NOR METANEPHRINE (FREE PLASMA),5000,EIA,WHOLE BLOOD EDTA,2.0ML OF EDTA PLASMA,"LAVENDER TOP
EDTA VACUTAINER",FROZEN (-20 DEGREE CELSIUS),FRI,8 DAYS,,,,,,,,,,,,,,
APC1085,"NOR METANEPHRINE, ELISA (24 HRS URINE)",4000,ELISA,URINE,"20.0ML  (10.0ML) 24 HOURS URINE. USE 10 ML OF 6M HCL AS PRESERVATIVE. MENTION 24HRS URINE VOLUME ON THE TRF. FORWARD 20.0ML OF ALIQUOT FROM THE 24HRS URINE SAMPLE IN FROZEN CONDITION.CLINICAL HISTORY IS MANDATORY FOR
TIMELY REPORTING.",STERILE SCREW CAPPED CONTAINER,FROZEN (-20 DEGREE CELSIUS),"FRI, TUES",8 DAYS,,,,,,,,,,,,,,
APC1086,NOR METANEPHRINES - 24HRS URINE,3500,ELISA,URINE,"20.0ML  (10.0ML) ALIQUOT OF 24 HOURS URINE. USE
10 ML OF 6M HCL AS PRESERVATIVE. MENTION 24HRS URINE VOLUME ON THE TRF. FORWARD 20.0ML OF ALIQUOT FROM THE 24HRS URINE SAMPLE IN FROZEN CONDITION.CLINICAL HISTORY IS MANDATORY FOR TIMELY REPORTING.",STERILE SCREW CAPPED CONTAINER,FROZEN (-20 DEGREE CELSIUS),"FRI, TUES",8 DAYS,,,,,,,,,,,,,,
APC1087,NOR METANEPHRINES - FREE,4500,EIA,WHOLE BLOOD EDTA,2.0ML(1.0ML) OF  EDTA PLASMA,"LAVENDER TOP EDTA
VACUTAINER",FROZEN (-20 DEGREE CELSIUS),FRI,8 DAYS,,,,,,,,,,,,,,
APC1088,NORADRENALIN - PLASMA,4000,ENZYME IMMUNOASSAY,WHOLE BLOOD EDTA,"2.0 ML (1.0 ML)  THE BLOOD SAMPLE (EDTA)SHOULD BE STORED AT 2-8 DEGREE CELCIUS UNTIL
CENTRIFUGED TO SEPARATE THE PLASMA WITHIN 2HOURS AFTER BLOOD COLLECTION.DO NOT CONSUME VITAMIN B ,COFFEE, BANANAS, ALPHA - METHYDOPA,MOA AND COMT INHIBITORSAS WELL AS MEDICATION RELATED TO HYPERTENSION FOR AT LEAST 72 HRS PRIOR TO THE COLLECTION OF THE SPECIMEN.MENTION CLINICAL DETAILS(PATIENT CLINICAL HISTORY, CT SCAN,USG & MEDICATION) OF THE PATIENT ON THE REQ FORM..",LAVENDER TOP EDTA VACUTAINER,FROZEN (-20 DEGREE CELSIUS),TUES,4 DAYS,,,,,,,,,,,,,,
APC1089,NORADRENALIN - URINE,4000,ENZYME IMMUNOASSAY,URINE,"10.0 ML ALIQUOT OF  24HRS URINE (PRESERVATIVE:15 - 20ML 6N HCL) . (THE PATIENT SHOULD NOT CONSUME VITAMIN B, COFFEE AND BANANAS,48HRS PRIOR TO THE COLLECTION OF THE
SPECIMEN.IT IS ADVISABLE TO DISCONTINUE ALL MEDICATIONS, ALPHA METHYLDOPA, MAO & COMT INHIBITORS AS WELL AS MEDICATIONS RELATED TO HYPERTENSION SHOULD BE DISCONTINUED ATLEAST 72 HRS PRIOR TO SPECIMEN COLLECTION.IF MEDICATIONS TAKENSHOULD BE  STRICTLY ON THE ADVISE OF THE REFERRING PHYSICIAN, THE SAME SHOULD BE MENTIONED.PLEASE FREEZE THE SPECIMEN IMMEDIATELY AFTER COLLECTION. CLINICAL DETAILS(PATIENT'S CLINICAL HISTORY, CT SCAN , USG & MEDICATION MANDATORY) MENTION 24 HRS URINE VOLUME",STERILE SCREW CAPPED CONTAINER,FROZEN (-20 DEGREE CELSIUS),TUES,4 DAYS,,,,,,,,,,,,,,
APC1090,NPM1 (NUCLEOPHOSMIN1) GENE - AML,4400,NGS,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),SAT,5 DAYS,,,,,,,,,,,,,,
APC1091,NRAS EXON 1 AND 2 MUTATION,6500,"PCR, SEQUENCING",TISSUE,TISSUE IN 10%FORMALIN / PARAFFIN BLOCK -SITE OF BIOPSY & CLINICAL DETAILS MANDATORY,STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON,9 DAYS,,,,,,,,,,,,,,
APC1092,NT-PRO BNP(N-TERMINAL PRO BRAIN NATRIURETIC PEPTIDE),3400,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1093,O6-METHYLGUANINE METHYLTRANSFERASE (MGMT) PROMOTER,8000,PYROSEQUENCING,TISSUE,"1 CM /  1 BLOCK TISSUE IN 10%  NEUTRAL BUFFERED FORMALIN / PARAFIN BLOCK (SITE OF BIOPSY, CLINICAL DETAILS & PRIMARY HISTOPATHOLOGY REPORT ) MANDATORY . IF TISSUE RECEIVED, TISSUE PROCESSING WILL BE CHARGED",STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),TUES,13 DAYS,,,,,,,,,,,,,,
APC1094,OLIGOCLONAL BANDS IGG - CSF,4800,ISOELECTRIC FOCUSING WITH IMMUNOFIXATION,CSF,22 ML (1 ML MIN.) CSF IN A STERILE SCREW CAPPED CONTAINER. SHIP REFRIGERATED. DO NOT FREEZE.,"STERILE VIAL/SCREW CAPPED
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1095,"OLIGOCLONAL BANDS, IGG (CSF & SERUM)",5700,"BCG, NEPHELOMETRY, IMMUNOTURBIDIMETRY",CSF AND SERUM,2 ML (1 ML MIN.) CSF IN A STERILE SCREW CAPPED CONTAINER AND 2 ML SERUM IN GEL TUBE. THE COLLECTION DATE AND TIME MUST BE THE SAME FOR BOTH SPECIMENS. SHIP REFRIGERATED OR FROZEN.,STERILE VIAL / SCREW CAPPED CONTAINER AND YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1096,ORGANIC ACID QUANTITATIVE- URINE RANDOM,4000,GCMS,URINE,10 ML URINE IN LEAKPROOF CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,6 DAYS,,,,,,,,,,,,,,
APC1097,OSMOLALITY - SERUM,700,CALCULATED,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1098,OSMOLALITY - SPOT URINE,700,CALCULATED,URINE,10 ML URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1099,OSTEO CALCIN,4500,ECLIA,SERUM,3 ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,FROZEN (-20 DEGREE CELSIUS),SAT,4 DAYS,,,,,,,,,,,,,,
APC1100,OSTEOMON (BETA CROSSLAPS & TOTAL P1NP),4000,ECLIA,WHOLE BLOOD EDTA,2 ML PLASMA IN EDTA VACUTAINER. OVERNIGHT FASTING IS REQUIRED,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),SAT,4 DAYS,,,,,,,,,,,,,,
APC1101,OXALATE - 24 HOURS URINE,1900,ENZYMATIC SPECTROPHOTOMETRY,URINE,"20 ML (15ML) OF URINE 24 HOURS COLLECTED IN 10 ML CONC HCL & REFRIGERATE DURING COLLECTION. ( MENTION 24 HRS. TOTAL URINE VOLUME ON TRF ALONG WITH PATIENT AGE, GENDER AND CLINICAL HISTORY MANDATORY  DETAILS.)",STERILE SCREW CAPPED CONTAINER,FROZEN (-20 DEGREE CELSIUS),WED & SAT,NEXT DAY,,,,,,,,,,,,,,
APC1102,OXALATE - SERUM,2450,CMIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1103,OXALATE/CREATININE RATIO - SPOT URINE,2900,CMIA,URINE,5ML OF URINE IN LEAKPROOF CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1104,P A S STAIN,700,MICROSCOPY,PARAFFIN BLOCK,"PARAFFIN BLOCK,TISSUE, CLINICAL HISTORY REQUIRED",PARAFFIN BLOCK,AMBIENT (15-25 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1105,P1NP,2300,CMIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"TUE,SAT",4 DAYS,,,,,,,,,,,,,,
APC1106,PACKED CELL VOLUME (PCV),160,ELECTRONIC PULSE AND CALCULATION,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1107,P-ANCA (MPO),1650,FEIA,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"TUE,THU,SA T",NEXT DAY,,,,,,,,,,,,,,
APC1108,PAP SMEAR - CONVENTIONAL,550,MICROSCOPY,SLIDES,SLIDES IN  SLIDE BOX,SLIDE BOX,AMBIENT (15-25 DEGREE CELSIUS),"MON,TUE, WED,THU,F
RI,SAT",3 DAYS,,,,,,,,,,,,,,
APC1109,PAP SURE WITH HPV DNA GENOTYPING-16/18,1600,REFER INDIVIDUAL TESTS,LBC FLUID,LBC FLUID,LBC CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1110,PAPER CHROMATOGRAPHY I.E.METABOLISM,840,CMIA,URINE,5ML OF URINE IN LEAKPROOF CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1111,"PAPSURE WITH HPV DNA DETECTION AND GENOTYPING, HIGH RISK TYPES",2000,REFER INDIVIDUAL TESTS,LBC FLUID,LBC FLUID,LBC CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1112,"PAPSURE WITH HPV-16/18 LBC PAP TEST- PAPSURE,HPV DNA DETECTION
(QUALITATIVE)",1500,REFER INDIVIDUAL TESTS,LBC FLUID,LBC FLUID,LBC CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1113,PARATHYROID HORMONE (PTH),1600,CLIA,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1114,"PARIETAL CELL ANTIBODY, IFA",1950,IMMUNO FLUORESCENT ASSAY,SERUM,2 ML OF SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"TUES, FRI",4 DAYS,,,,,,,,,,,,,,
APC1115,"PARIETAL CELL ANTIBODY, IFA IN DILUTIONS",3000,IMMUNO FLUORESCENT ASSAY,SERUM,2 ML OF SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"TUES, FRI",4 DAYS,,,,,,,,,,,,,,
APC1116,PARVOVIRUS B19 ANTIBODY IGG,2700,CHEMILUMINESCENT IMMUNOASSAY (CLIA),SERUM,2 ML OF SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),MON,4 DAYS,,,,,,,,,,,,,,
APC1117,PARVOVIRUS B19 ANTIBODY IGM,2700,CHEMILUMINESCENT IMMUNOASSAY (CLIA),SERUM,2 ML OF SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),MON,4 DAYS,,,,,,,,,,,,,,
APC1118,PARVOVIRUS B19 DNA PCR QUALITATIVE,3000,RT PCR,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER / 3 ML CSF IN STERILE CONTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),SAT,7 DAYS,,,,,,,,,,,,,,
APC1119,"PDGFR PLUS
(FIP1L1-PDGFRA GENE REARRANGEMENT AND TEL- PDGR BETA T(5;12) TRANSLOCATION)",9800,NESTED RT-PCR,BONE MARROW EDTA / WHOLE BLOOD EDTA,2.0 ML /1.0 ML EDTA WB / BONE MARROW EDTA,LAVENDER TOP EDTA VACUTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON,10 DAYS,,,,,,,,,,,,,,
APC1120,PENICILLIUM CHRYSOGENUM - SPECIFIC IGG,1800,IMMUNOCAP,SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1121,PERIPHERAL SMEAR,240,LEISHMAN STAIN/MICROSCOPY,WHOLE BLOOD EDTA,2ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1122,PERIPHERAL SMEAR FOR MALARIAL PARASITE (MP),210,THICK AND THIN SMEAR/MICROSCOPY,WHOLE BLOOD EDTA,2ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1123,PERIPHERAL SMEAR FOR MICROFILARIA (MF),220,LEISHMAN STAIN/MICROSCOPY/ WET MOUNT,WHOLE BLOOD EDTA,3 ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1124,PERTUSSIS - IGG,3250,ENZYME IMMUNOASSAY,SERUM,3 ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),MON,4 DAYS,,,,,,,,,,,,,,
APC1125,"PGS: PRE-IMPLANTATION GENETIC SCREENING
(EMBRYO) - 1",14000,NGS,"BLASTOMERE/TRO PHECTODERM
CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL / SCREW CAP
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1126,"PGS: PRE-IMPLANTATION GENETIC SCREENING
(EMBRYO) - 10",90000,NGS,"BLASTOMERE/TRO PHECTODERM
CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL / SCREW CAP
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1127,"PGS: PRE-IMPLANTATION GENETIC SCREENING
(EMBRYO) - 2",28000,NGS,"BLASTOMERE/TRO PHECTODERM
CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL / SCREW CAP
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1128,"PGS: PRE-IMPLANTATION
GENETIC SCREENING (EMBRYO) - 3",42000,NGS,"BLASTOMERE/TRO
PHECTODERM CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL /
SCREW CAP CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1129,"PGS: PRE-IMPLANTATION GENETIC SCREENING
(EMBRYO) - 4",56000,NGS,"BLASTOMERE/TRO PHECTODERM
CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL / SCREW CAP
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1130,"PGS: PRE-IMPLANTATION GENETIC SCREENING
(EMBRYO) - 5",70000,NGS,"BLASTOMERE/TRO PHECTODERM
CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL / SCREW CAP
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1131,"PGS: PRE-IMPLANTATION
GENETIC SCREENING (EMBRYO) - 6",80000,NGS,"BLASTOMERE/TRO
PHECTODERM CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL /
SCREW CAP CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1132,"PGS: PRE-IMPLANTATION GENETIC SCREENING
(EMBRYO) - 7",90000,NGS,"BLASTOMERE/TRO PHECTODERM
CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL / SCREW CAP
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1133,"PGS: PRE-IMPLANTATION GENETIC SCREENING
(EMBRYO) - 9",90000,NGS,"BLASTOMERE/TRO PHECTODERM
CELLS",5 MICROLITRES  BLASTOMERE/TROPHECTODERM CELLS IN STERILE CONTAINER,"STERILE VIAL / SCREW CAP
CONTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,13-15 DAYS,,,,,,,,,,,,,,
APC1134,PHENOBARBITAL,1050,CHEMILUMINESCENCE,SERUM,"2ML SERUM IN GEL TUBE, RESULTS FROM SPECIMEN COLLECTED 2 TO 4 HRS AFTER DOSE CAN BE MISLEADING. (TREATMENT HISTORY REQUIRED)",YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),"MON, WED",4 DAYS,,,,,,,,,,,,,,
APC1135,PHENOBARBITONE (GASTRIC ASPIRATE FLUID),2450,CMIA,FLUID,5ML BODY FLUID IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1136,PHENYTOIN LEVEL - DILANTIN,970,SPECTROPHOTOMETERY,SERUM,2ML SERUM IN GEL TUBE (LIPEMIC & HAEMOLYSED SAMPLE SHOULD BE AVOIDED) FOR THERAPEUTIC LEVELS SAMPLE  SHOULD BE COLLECTED JUST BEFORE ORAL DOSE. FOR TOXIC LEVELS COLLECTION SHOULD BE 4-8 HOURS POST DOSE.USUAL SAMPLING TIME VARIES  DEPENDENT UP,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1137,PHILADELPHIA CHROMOSOME ANALYSIS - CHRONIC MYELOID LEUKEMIA,3700,KARYOTYPING,BONE MARROW/ WHOLE BLOOD IN NA HEPARIN,BM ASPIRATE-HEPARIN [PERIPHERAL BLOOD IN CASE OF BLASTS >70%]+ CLINICAL HISTORY+LAST BM/PB SMEAR REPORT,GREEN TOP SODIUM HEPARIN VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,15 DAYS,,,,,,,,,,,,,,
APC1138,"PHOSPHORUS, INORGANIC - 24 HR URINE",300,SPECTROPHOTOMETRY,URINE,10 ML ALIQUOT URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1139,"PHOSPHORUS, INORGANIC - SERUM",240,SPECTROPHOTOMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1140,"PHOSPHORUS, INORGANIC - SPOT URINE",300,SPECTROPHOTOMETRY,URINE,10 ML URINE IN STERILE CONTAINER,STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1141,"PIGEON SERUM PROTEIN,
FEATHER & DROPPINGS - SPECIFIC IGG",2000,IMMUNOCAP(FLUOROENZYME IMMUNOASSAY),SERUM,2ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1142,PIK3CA GENE MUTATION,5700,PCR SEQUENCING,TISSUE,TISSUE IN 10%FORMALIN / PARAFFIN BLOCK -SITE OF BIOPSY & CLINICAL DETAILS MANDATORY IF TISSUE RECD. TISSUE PROCESSING WILL BE CHARGED,STERILE CONTAINER,AMBIENT (15-25 DEGREE CELSIUS),MON,11 DAYS,,,,,,,,,,,,,,
APC1143,"PIVKA TOTAL (DCP- DECARBOXY PROTHROMBIN PIVKA-II,ALPHA- FETOPROTEIN
& LFT)",4000,"CMIA,CHEMILUMINESCENCE, SPECTROPHOTOMETRY",SERUM,"2ML SERUM IN GEL TUBE (LIPEMIC & HAEMOLYSED SAMPLE SHOULD BE AVOIDED). AGE, GENDER & CLINICAL HISTORY IS MANDATORY",YELLOW TOP GEL TUBE,REFRIGERATED/FROZ EN,DAILY,6 DAYS,,,,,,,,,,,,,,
APC1144,PLA2 RECEPTOR ANTIBODY,4800,ENZYME LINKED IMMNUNOSORBENT ASSAY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),THURS,4 DAYS,,,,,,,,,,,,,,
APC1145,PLACENTAL GROWTH FACTOR (PLGF),2500,IMMUNOFLUOROMETRY,SERUM,3ML SERUM IN GEL TUBE,YELLOW TOP GEL TUBE,REFRIGERATED (2-8 DEGREE CELSIUS),TUE,2 DAYS,,,,,,,,,,,,,,
APC1146,"PLASMINOGEN ACTIVATOR INHIBITOR-1 (PAI-1) / SERPINE- 1, 4G/5G GENOTYPING",14000,PCR SEQUENCING,WHOLE BLOOD EDTA,4 ML WHOLE BLOOD EDTA,LAVENDER TOP EDTA VACUTAINER,AMBIENT (15-25 DEGREE CELSIUS),WED,10 DAYS,,,,,,,,,,,,,,
APC1147,PLATELET AGGREGOMETRY - RISTOCETIN INDUCED,7200,CLOT BASED RETRACTION,WHOLE BLOOD IN NA CITRATE,2ML WHOLE BLOOD IN SODIUM CITRATE VACUTAINER,BLUE TOP SODIUM CITRATE VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1148,PLATELET AGGREGOMETRY - ADENOSINE DIPHOSPHATE INDUCED,6200,CLOT BASED RETRACTION,WHOLE BLOOD IN NA CITRATE,2ML WHOLE BLOOD IN SODIUM CITRATE VACUTAINER,BLUE TOP SODIUM CITRATE VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1149,PLATELET AGGREGOMETRY - COLLAGEN INDUCED,6200,CLOT BASED RETRACTION,WHOLE BLOOD IN NA CITRATE,2ML WHOLE BLOOD IN SODIUM CITRATE VACUTAINER,BLUE TOP SODIUM CITRATE VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1150,PLATELET AGGREGOMETRY- EPINEPHRINE INDUCED,6200,CLOT BASED RETRACTION,WHOLE BLOOD IN NA CITRATE,2ML WHOLE BLOOD IN SODIUM CITRATE VACUTAINER,BLUE TOP SODIUM CITRATE VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,NEXT DAY,,,,,,,,,,,,,,
APC1151,PLATELET COUNT,150,ELECTRICAL IMPEDENCE,WHOLE BLOOD EDTA,2ML WHOLE BLOOD IN EDTA VACUTAINER,"LAVENDER TOP
EDTA VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,SAME DAY,,,,,,,,,,,,,,
APC1152,"PML RA RA T(15:17), QUALITATIVE",6000,PCR,LEUKEMIC BLOOD/BONE MARROW,"WB OR BONE MARROW - SODIUM HEPARIN SPECIMEN TO REACH US WITHIN 24 HRS. TRF1 WITH CLINICAL DETAILS, OTHER REPORTS INCL. PATHOLOGY
REPORT",GREEN TOP SODIUM HEPARIN VACUTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,7 DAYS,,,,,,,,,,,,,,
APC1153,"PML RA RA T(15:17), QUANTITATIVE",6000,RT PCR,WHOLE BLOOD EDTA,5 ML (3 ML MIN.) WHOLE BLOOD FROM 2 LAVENDER TOP (EDTA) TUBES. SHIP REFRIGERATED.,"LAVENDER TOP EDTA
VACUTAINER",REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1154,PNEUMOCYSTIS CARINII ANTIGEN - IIF,3000,DIRECT IFA,SPUTUM/BAL,"3ML BAL FLUID,SPUTUM IN STERILE CONTAINER",STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,3 DAYS,,,,,,,,,,,,,,
APC1155,PNH PANEL (PAROXYSMAL NOCTURNAL HEMOGLOBINURIA),7200,FLOW CYTOMETRY,WHOLE BLOOD EDTA AND HEPARANIZED WHOLE BLOOD,3 ML WHOLE BLOOD IN EDTA VACUTAINER AND 3 ML WHOLE BLOOD IN SODIUM HEPARIN VACUTAINER,LAVENDER TOP EDTA VACUTAINER / GREEN TOP SODIUM HEPARIN,REFRIGERATED (2-8 DEGREE CELSIUS),DAILY,4 DAYS,,,,,,,,,,,,,,
APC1156,PORPHOBILINOGEN - SPOT URINE (QUALITATIVE),3500,CHEMICAL ANALYSIS,URINE,"20.0 ML (10.0ML)  RANDOM URINE  WITHOUT PRESERVATIVE. TO BE PROTECT FROM LIGHT, THE URINE SPECIMEN NEEDS TO BE COLLECTED IN A
DARKED COLOURED BOTTLE. (PATIENT AGE, GENDER
AND CLINICAL HISTORY IS MANDATORY)",STERILE SCREW CAPPED CONTAINER,REFRIGERATED (2-8 DEGREE CELSIUS),FRI,3 DAYS,,,,,,,,,,,,,,
